bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,publisher,language_code_encoded,book_age_days,author_encoded,rating_category
75,Uncommon Carriers,John McPhee,3.95,0374280398,9780374280390,en-US,248,1630,Farrar Straus Giroux,4,7181.0,3168,High
76,Heirs of General Practice,John McPhee,4.17,0374519749,9780374519742,eng,128,268,Farrar  Straus and Giroux,5,14531.0,3168,High
77,The Control of Nature,John McPhee,4.24,0374522596,9780374522599,en-US,288,3498,Farrar  Straus and Giroux,4,12917.0,3168,High
78,Annals of the Former World,John McPhee,4.34,0374518734,9780374518738,eng,720,3115,Farrar  Straus and Giroux,5,9868.0,3168,High
79,Coming Into the Country,John McPhee,4.22,0374522871,9780374522872,eng,448,5704,Farrar  Straus and Giroux,5,12705.0,3168,High
80,La Place de la Concorde Suisse,John McPhee,3.92,0374519323,9780374519322,fre,160,698,Farrar  Straus and Giroux,7,11609.0,3168,High
81,Giving Good Weight,John McPhee,4.23,0374516006,9780374516000,eng,288,542,Farrar  Straus and Giroux,5,11609.0,3168,High
83,Rising from the Plains,John McPhee,4.23,0374520658,9780374520656,eng,208,1341,Farrar  Straus and Giroux,5,13952.0,3168,High
85,The Heidi Chronicles,Wendy Wasserstein,3.75,0822205106,9780822205104,eng,81,1423,Dramatists Play Service,5,8718.0,6331,High
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,0679734996,9780679734994,eng,249,2766,Vintage,5,12613.0,6331,High
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9781596670235,eng,138,31,Routledge,5,7229.0,2322,High
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9781581807745,en-US,128,62,North Light Books,4,7244.0,2320,High
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,0800793617,9780800793616,eng,192,860,Chosen Books,5,8169.0,2318,High
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,0871202867,9780871202864,en-US,108,77,Association for Supervision & Curriculum Development,4,10576.0,2322,High
93,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,0753454947,9780753454947,eng,352,153317,Kingfisher,5,8459.0,3059,High
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.25,0871209993,9780871209993,eng,192,55,ASCD,5,7728.0,2322,Medium
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,1852402873,9781852402877,eng,192,34,Sovereign World,5,8295.0,5368,High
98,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,0761129588,9780761129585,eng,832,11797,Workman Publishing Company,5,8124.0,2324,High
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,3.82,0972016414,9780972016414,eng,123,34,One Hour Entertainment,5,7917.0,2321,High
100,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,3.78,1581805632,9781581805635,en-US,128,78,North Light Books,4,7816.0,2320,High
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,0441294677,9780441294671,eng,423,2785,Ace Books,5,14091.0,1859,High
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.91,0441102670,9780441102679,eng,436,38778,Ace Books,5,14075.0,1859,High
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,0441172695,9780441172696,eng,331,97494,Ace Books,5,14061.0,1859,High
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,4.01,0765306476,9780765306470,en-US,592,784,Tor Books,4,7865.0,685,High
109,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,0399128980,9780399128981,eng,480,272,Putnam,5,15246.0,1859,High
110,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,3.88,0765353709,9780765353702,eng,426,4789,Tor Science Fiction,5,7076.0,1860,High
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,0441328008,9780441328000,eng,471,45388,Ace Books,5,14030.0,1859,High
119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,0618212906,9780618212903,eng,192,26153,Houghton Mifflin Harcourt,5,8615.0,1992,High
122,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9780345410054,eng,544,69167,Ballantine Books,5,10697.0,725,High
123,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,0385732546,9780385732543,eng,291,45,Delacorte Books for Young Readers,5,7426.0,725,High
129,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.28,0785260056,9780785260059,en-US,256,16,Thomas Nelson,4,7742.0,3090,High
130,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.34,0471780936,9780471780939,eng,205,174,Wiley,5,7178.0,1184,Medium
131,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,3.67,0325001537,9780325001531,eng,240,10,Heinemann Drama,5,9471.0,3828,High
132,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,006076287X,9780060762872,eng,336,76,William Morrow Paperbacks,5,7559.0,18,High
133,eBay for Dummies,Marsha Collier,3.5,0470045299,9780470045299,eng,386,111,Wiley,5,7014.0,4116,High
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,0072262788,9780072262780,eng,260,24,McGraw-Hill,5,7293.0,946,High
137,Starting an eBay Business for Dummies,Marsha Collier,3.55,0764569244,9780764569241,eng,384,55,Wiley,5,7787.0,4116,High
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4.27,0471933821,9780471933823,eng,260,9,Wiley,5,7160.0,3357,High
139,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,0764559915,9780764559914,en-US,391,22,Wiley,4,7896.0,4116,Medium
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,0764584383,9780764584381,en-US,864,17,Wiley,4,7567.0,4116,High
141,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,0596523696,9780596523695,eng,873,166,O'Reilly Media,5,7107.0,3851,High
142,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.12,0806523492,9780806523491,eng,240,50,Citadel,5,7559.0,5403,High
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,0806525363,9780806525365,eng,206,13,Citadel,5,7559.0,5403,High
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,0596527314,9780596527310,eng,514,64,O'Reilly Media,5,6951.0,5199,High
151,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,0143035002,9780143035008,eng,838,16643,Penguin Classics,5,7896.0,3718,High
152,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,0451528611,9780451528612,eng,960,109420,Signet,5,8469.0,3711,High
153,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,0140449175,9780140449174,eng,837,2904,Penguin Books,5,8383.0,3719,High
154,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,0822001837,9780822001836,eng,80,16,Cliffs Notes,5,21962.0,4005,High
155,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,1593080271,9781593080273,eng,803,9564,Barnes & Noble Classics,5,8231.0,3704,High
156,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,0486437965,9780486437965,eng,752,474,Dover Publications,5,7720.0,3714,High
157,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,1593081774,9781593081775,eng,803,303,Barnes & Noble,5,7809.0,3710,High
159,Dinner with Anna Karenina,Gloria Goldreich,2.99,0778322270,9780778322276,eng,360,411,Mira Books,5,7289.0,2136,Medium
160,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,0521313252,9780521313254,eng,128,1204,Cambridge University Press,5,13927.0,360,High
162,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,0140183957,9780140183955,eng,160,3429,Penguin Books,5,12977.0,4454,High
163,The Untouchable,John Banville,3.95,0679767479,9780679767473,eng,367,2163,Vintage,5,10058.0,3080,High
164,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9781568491981,eng,256,613,Buccaneer Books,5,10938.0,1612,High
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,0743270797,9780743270793,en-US,320,308,Scribner,4,7412.0,4491,High
166,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,0932863051,9780932863058,eng,100,10,Clarity Press,5,11307.0,6175,High
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,0742508803,9780742508804,eng,224,16,Rowman & Littlefield Publishers,5,9154.0,6180,High
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,0205358624,9780205358625,eng,216,10,Pearson,5,8148.0,541,Medium
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.0,1557344035,9781557344038,eng,48,17,Teacher Created Resources,5,12525.0,3091,High
180,Wrinkles in Time,George Smoot/Keay Davidson,4.01,0380720442,9780380720446,eng,360,1035,Harper Perennial,5,11426.0,2087,High
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,0821925326,9780821925324,eng,250,36,EMC/Paradigm Publishing,5,8657.0,3898,High
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9780439271691,eng,32,15,Teaching Resources,5,8777.0,5937,High
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,0606105263,9780606105262,spa,205,6,Turtleback Books,21,15200.0,3898,High
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,0751506435,9780751506433,eng,367,376,Little  Brown Book Group,5,11548.0,1061,High
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9780060786717,eng,352,3086,William Morrow,5,7314.0,896,High
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,0743499344,9780743499347,en-US,320,352,Atria Books,4,7377.0,1801,High
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,0765313405,9780765313409,eng,331,9852,Tor Books,5,7251.0,1115,High
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9781400032495,eng,244,821,Vintage Crime/Black Lizard,5,7825.0,901,High
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9781400032488,eng,215,731,Vintage Crime/Black Lizard,5,7615.0,902,High
216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9781400032464,eng,191,2897,Vintage Crime/Black Lizard,5,7825.0,900,High
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,0679732527,9780679732525,eng,144,98,Vintage,5,12885.0,899,High
231,I am Charlotte Simmons,Tom Wolfe,3.42,0312424442,9780312424442,eng,738,20888,Picador USA,5,7440.0,6109,High
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,0806930772,9780806930770,eng,48,66,Sterling,5,8869.0,1564,High
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,0140366601,9780140366600,eng,287,81,Puffin,5,10693.0,4980,High
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,0811201120,9780811201124,eng,217,981,New Directions Publishing,5,22626.0,2368,High
247,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9780802130167,eng,154,3381,Grove Press,5,11687.0,2366,High
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,0802131786,9780802131782,eng,318,53206,Grove Press,5,11694.0,2367,High
250,Tropic of Capricorn,Henry Miller,3.78,0802151825,9780802151827,eng,348,14872,Grove Press,5,11687.0,2366,High
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,0802151787,9780802151780,eng,316,3261,Grove Press,5,11687.0,2366,High
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,0802151809,9780802151803,eng,506,7805,Grove Press,5,11688.0,2366,High
253,The Air-Conditioned Nightmare,Henry Miller,3.83,0811201066,9780811201063,eng,292,2699,New Directions,5,20449.0,2366,High
264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,0141439637,9780141439631,eng,797,61640,Penguin Classics,5,8140.0,2359,High
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9781593080969,eng,635,392,Barnes  Noble Classics,5,8032.0,2353,High
277,Writing,Marguerite Duras,3.75,1571290532,9781571290533,eng,91,778,Brookline Books,5,9748.0,3991,High
278,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9781565842212,eng,192,963,The New Press,5,11487.0,3992,High
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,0394743040,9780394743042,en-US,181,2057,Pantheon,4,14551.0,3993,High
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9781851681822,eng,178,203,One World (UK),5,9692.0,3404,High
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9781566562492,eng,464,35,Interlink Publishing Group,5,10148.0,2880,High
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9780140195538,eng,102,328,Penguin Books,5,10238.0,3403,High
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,0394431243,9780394431246,eng,216,1308,Knopf,5,11283.0,3405,High
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,0806501901,9780806501901,eng,132,6432,Citadel,5,8351.0,3406,High
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9780679439202,eng,100,3015,Knopf,5,5326.0,3405,High
295,Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803,eng,311,318753,Kingfisher,5,8885.0,5273,High
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573,en-US,213,420,Sterling Children's Books,4,7773.0,5280,High
297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292,eng,245,5967,Simon & Schuster,5,7530.0,5273,High
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,0689854684,9780689854682,eng,64,104,Atheneum Books for Young Readers,5,8231.0,5279,High
299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,0517221144,9780517221143,en-US,272,56,Gramercy Books,4,8532.0,5278,High
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054,eng,232,91,Abdo Publishing Company,5,7286.0,1338,High
313,100 Years of Lynchings,Ralph Ginzburg,4.61,0933121180,9780933121188,eng,270,88,Black Classic Press,5,10643.0,5013,High
324,Cien años de soledad,Gabriel García Márquez,4.07,0785950109,9780785950103,spa,448,63,French & European,21,13160.0,1955,High
330,On Beyond Zebra!,Dr. Seuss,4.04,0394800842,9780394800844,eng,64,2815,Random House Books for Young Readers,5,25690.0,1467,High
332,The Wedding Clause,Debbie Raleigh,3.6,0821778250,9780821778258,eng,256,95,Zebra,5,7524.0,1325,High
333,The Zebra Wall,Kevin Henkes,3.44,0060733039,9780060733032,eng,147,217,Greenwillow Books,5,7636.0,3546,High
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9788432216060,spa,239,4136,Booket,21,8626.0,4761,High
348,The Door Into Summer,Robert A. Heinlein,4.01,0345413997,9780345413994,eng,304,17232,Del Rey,5,10436.0,5212,High
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,0441788386,9780441788385,eng,528,251872,Ace,5,12522.0,5212,High
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0441748600,9780441748600,en-US,434,10293,Ace Books,4,13739.0,5212,High
355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,0345316509,9780345316509,en-US,439,15970,Del Rey,4,14702.0,5212,High
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,0765314932,9780765314932,eng,256,6898,Tor Books,5,7097.0,5212,High
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,0671742515,9780671742515,en-US,307,67803,Pocket Books,4,12750.0,1448,High
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,0345455290,9780345455291,eng,298,22091,Del Rey,5,7566.0,1448,High
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,0345476514,9780345476517,eng,368,2623,Del Rey,5,7321.0,4569,High
367,Douglas Adams's Starship Titanic,Terry Jones,3.6,0345368436,9780345368430,eng,256,885,Ballantine Books,5,9939.0,5971,High
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9781417622856,eng,336,5,Turtleback Books,5,8231.0,1449,High
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,0573650969,9780573650963,eng,72,100,Samuel French  Inc.,5,5479.0,5871,High
385,On Bullshit,Harry G. Frankfurt,3.57,0691122946,9780691122946,eng,67,9358,Princeton University Press,5,7652.0,2286,High
386,Another Bullshit Night in Suck City,Nick Flynn,3.78,0393329402,9780393329407,eng,347,9318,W. W. Norton & Company,5,7427.0,4571,High
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,0671867423,9780671867423,en-US,317,120,Simon & Schuster,4,11902.0,1978,High
397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,0395883970,9780395883976,eng,32,5239,HMH Books for Young Readers,5,10206.0,15,High
399,Underworld,Don DeLillo,3.92,0684848155,9780684848150,eng,827,1505,Scribner,5,10049.0,1393,High
400,Libra,Don DeLillo,3.99,0140156046,9780140156041,eng,480,11857,Penguin,5,12675.0,1393,High
403,Americana,Don DeLillo,3.43,0140119485,9780140119480,eng,377,393,Penguin Books,5,13339.0,1393,High
404,Running Dog,Don DeLillo,3.43,0679722947,9780679722946,eng,256,1356,Vintage Contemporaries,5,13328.0,1393,High
406,Cosmopolis,Don DeLillo,3.22,0743244257,9780743244251,eng,224,460,Scribner,5,7951.0,1393,Medium
407,Great Jones Street,Don DeLillo,3.48,0140179178,9780140179170,eng,272,2492,Penguin Books,5,11699.0,1393,High
408,The Names,Don DeLillo,3.64,0679722955,9780679722953,eng,339,3100,Vintage,5,13328.0,1393,High
409,Against the Day,Thomas Pynchon,4.13,159420120X,9781594201202,eng,1085,5296,Penguin Press,5,6992.0,6041,High
410,V.,Thomas Pynchon,3.96,0060930217,9780060930219,eng,547,1415,Harper Perennial Modern Classics,5,7496.0,6041,High
411,The Crying of Lot 49,Thomas Pynchon,3.69,0060931671,9780060931674,eng,152,2161,Harper Perennial,5,9783.0,6041,High
412,Gravity's Rainbow,Thomas Pynchon,4.01,0140283382,9780140283389,eng,784,762,Penguin Books,5,9508.0,6041,High
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,0312423209,9780312423209,eng,773,8086,Picador USA,5,8045.0,6043,High
414,Vineland,Thomas Pynchon,3.69,0141180633,9780141180632,en-US,385,702,Penguin Classics,4,10360.0,6041,High
415,Gravity's Rainbow,Thomas Pynchon,4.01,0143039946,9780143039945,eng,776,29764,Penguin Books,5,7013.0,6041,High
416,Slow Learner: Early Stories,Thomas Pynchon,3.5,0316724432,9780316724432,eng,193,334,Back Bay Books,5,14867.0,6041,High
