bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,publisher,language_code_encoded,book_age_days,author_encoded,rating_category
100035,Fake Book Title 35,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.2,3783290795,7643913975574,ger,848,99053,Scribner,8,1793.2,24,Medium
100036,Fake Book Title 36,Dale Peck,4.42,4131575764,2410362658391,zho,951,211192,Pearson,25,5874.6,15,High
100037,Fake Book Title 37,Eliot Ness/Oscar Fraley,2.97,5996775663,3338778486024,mul,923,220512,Sovereign World,16,7236.0,27,Medium
100038,Fake Book Title 38,Eliot Ness/Oscar Fraley,3.31,6924716023,3084552798873,fre,788,194936,William Morrow Paperbacks,7,15727.9,27,Medium
100039,Fake Book Title 39,Julia Wilkinson,3.56,3392080953,7912909886891,por,752,104651,Simon & Schuster,19,19853.0,57,High
100040,Fake Book Title 40,Eliot Ness/Oscar Fraley,3.77,8235363119,3239949322647,grc,800,270006,O'Reilly Media,11,5090.6,27,High
100041,Fake Book Title 41,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.11,4332894265,9144539452510,glg,148,61894,Little  Brown Book Group,10,17532.0,67,Medium
100042,Fake Book Title 42,Leo Tolstoy/Amy Mandelker/Constance Garnett,2.79,6649827836,8462696568081,zho,401,201215,Vintage Crime/Black Lizard,25,16674.3,63,Medium
100043,Fake Book Title 43,V.T. Rajshekar/Y.N. Kly,4.03,2149938334,7672368848158,en-CA,980,174920,Mira Books,2,4776.1,95,High
100044,Fake Book Title 44,W. Frederick Zimmerman,3.22,2351531223,5040805564411,lat,289,74651,Scribner,14,8205.9,97,Medium
100045,Fake Book Title 45,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.95,8110054933,9101371376371,wel,235,282894,Del Rey Books,24,8408.9,67,High
100046,Fake Book Title 46,J.R.R. Tolkien,2.89,2970753705,3728790977712,fre,654,257977,Citadel,7,19572.4,47,Medium
100047,Fake Book Title 47,Philippa Carr,3.7,2137651678,4316898659093,en-US,503,173473,Signet,4,3916.8,82,High
100048,Fake Book Title 48,Ewan McGregor/Charley Boorman/Robert Uhlig,3.83,7805745017,1563125379832,en-US,991,93380,Association for Supervision & Curriculum Development,4,16056.5,28,High
100049,Fake Book Title 49,Gary Russell,2.63,7010379415,5230609984749,fre,964,225441,Penguin Books,7,6926.9,32,Medium
100050,Fake Book Title 50,Patricia A. McKillip,3.34,5284391408,2182001120234,rus,701,213656,Dover Publications,20,14715.6,81,Medium
100051,Fake Book Title 51,Douglas Adams,2.84,7483366056,8851344426082,zho,906,191437,French & European,25,8611.9,22,Medium
100052,Fake Book Title 52,Marguerite Duras/Richard Seever,2.66,1470939445,5303766293800,glg,440,241183,EMC/Paradigm Publishing,10,11721.1,74,Medium
100053,Fake Book Title 53,Mulk Raj Anand/E.M. Forster,4.97,3694860228,1780569680298,rus,856,162677,William Morrow,20,16713.3,79,High
100054,Fake Book Title 54,Molly Hatchet,3.31,5567816720,8719783947424,ger,803,178098,Dover Publications,8,16154.8,78,Medium
100055,Fake Book Title 55,Chris   Smith/Christopher  Lee/Richard Taylor,4.52,9573276057,3461258685911,gla,417,45145,Scholastic,9,17377.2,12,High
100056,Fake Book Title 56,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.14,7567496105,5120116013939,en-US,717,145392,Clarity Press,4,1535.6,59,Medium
100057,Fake Book Title 57,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.2,9639245200,5167495523315,gla,462,162030,Barnes & Noble,9,13953.4,68,High
100058,Fake Book Title 58,J.K. Rowling,4.4,4095476665,8272329003485,swe,921,277717,McGraw-Hill,22,3113.7,45,High
100059,Fake Book Title 59,Henry Miller/Jiří Níl,3.99,8047877267,5841718784356,eng,481,62483,Farrar  Straus and Giroux,5,8529.6,43,High
100060,Fake Book Title 60,Kahlil Gibran/John Walbridge/Robin Waterfield,3.68,5774080233,4083406747489,spa,332,20041,Ballantine Books,21,11136.5,58,High
100061,Fake Book Title 61,Mulk Raj Anand/E.M. Forster,3.53,2867302554,1826762395930,zho,876,272969,Black Classic Press,25,8272.8,79,High
100062,Fake Book Title 62,Cynthia Harrod-Eagles,3.37,2948728483,7060079842139,eng,443,147795,Picador USA,5,10567.6,14,Medium
100063,Fake Book Title 63,Adam Ginsberg,4.82,4919706735,7707327343247,zho,648,122858,ASCD,25,19931.8,0,High
100064,Fake Book Title 64,J.R.R. Tolkien/Alan  Lee,4.58,3615507143,8182973419604,por,916,158178,Atheneum Books for Young Readers,19,3020.0,48,High
100065,Fake Book Title 65,Julia Wilkinson,4.91,5951406973,6274860724248,swe,652,137736,Sterling,22,13627.6,57,High
100066,Fake Book Title 66,Heidi Fleiss/Libby Keatinge,2.81,4274958945,4235727258091,zho,628,7465,Little  Brown Book Group,25,8140.5,37,Medium
100067,Fake Book Title 67,Charles Willeford,4.33,9592390865,5241166469002,glg,955,246088,Buccaneer Books,10,2976.6,8,High
100068,Fake Book Title 68,Quentin Blake,4.85,6687206971,4967902705743,fre,888,254255,Scribner,7,3481.8,83,High
100069,Fake Book Title 69,Frank Herbert,2.95,1083651970,3541364691166,fre,918,299238,Mira Books,7,19004.0,29,Medium
100070,Fake Book Title 70,Rob Orsini,2.67,9285415473,9146718775486,en-CA,670,188271,Penguin Classics,2,17636.0,85,Medium
100071,Fake Book Title 71,Douglas Adams,4.35,2320763135,2017541065297,mul,282,168666,Black Classic Press,16,18174.8,22,High
100072,Fake Book Title 72,J.K. Rowling,3.94,1248786714,8260910159517,gla,140,50026,Random House Books for Young Readers,9,19833.7,45,High
100073,Fake Book Title 73,Bill Bryson,4.6,5067116918,8331370817015,nl,650,266026,William Morrow,17,4455.3,4,High
100074,Fake Book Title 74,Marianne Sturman/Leo Tolstoy,2.85,9957813353,7829573924614,wel,496,221933,Zebra,24,7344.1,75,Medium
100075,Fake Book Title 75,Douglas Adams,4.49,4289233844,5484988926409,en-US,803,211559,Barnes & Noble Classics,4,13505.1,22,High
100076,Fake Book Title 76,Marianne Sturman/Leo Tolstoy,3.0,3361388464,6807669108809,enm,878,296342,One World (UK),6,9864.5,75,Medium
100077,Fake Book Title 77,Kahlil Gibran/جبران خليل جبران,2.91,6633778586,2390052017117,wel,593,239291,Penguin Books,24,8580.1,60,Medium
100078,Fake Book Title 78,Narendra Jadhav,2.91,8086172302,8915290690200,en-US,758,219576,Routledge,4,7390.6,80,Medium
100079,Fake Book Title 79,Patricia A. McKillip,4.54,7517938612,7527693732800,spa,432,188849,Farrar Straus Giroux,21,12023.9,81,High
100080,Fake Book Title 80,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,4.16,1519709079,1907056211798,gla,226,38628,O'Reilly Media,9,11666.8,59,High
100081,Fake Book Title 81,Adam Ginsberg,3.81,1965067727,7632582538754,lat,657,90503,Simon & Schuster,14,3535.2,0,High
100082,Fake Book Title 82,Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.4,2452066459,1694079265140,spa,656,208909,Picador USA,21,9627.6,39,Medium
100083,Fake Book Title 83,Daniel Abraham,4.69,1945826486,2283652425506,nl,100,111485,Scholastic Inc.,17,11232.4,16,High
100084,Fake Book Title 84,Eliot Ness/Oscar Fraley,3.48,9894847574,4816331203390,ara,267,216151,Signet,1,11562.6,27,High
100085,Fake Book Title 85,Ralph Ginzburg,4.54,3710566582,4674256020520,nl,719,151588,iUniverse,17,4490.5,84,High
100086,Fake Book Title 86,Molly Hatchet,3.6,1983297492,6331484485157,zho,118,45525,Sovereign World,25,14939.5,78,High
100087,Fake Book Title 87,Robert Louis Stevenson,3.44,4888749350,4723802503423,glg,431,216282,Scholastic Inc.,10,859.8,86,High
100088,Fake Book Title 88,Lucas Carlson/Leonard Richardson,3.66,8987073217,4345509626832,rus,683,157686,Clarity Press,20,7332.1,70,High
100089,Fake Book Title 89,Dale Peck,3.25,9894264595,7975905265972,mul,555,153534,Buccaneer Books,16,15684.5,15,Medium
100090,Fake Book Title 90,Charles Todd,4.37,6317189421,5212998388289,jpn,208,93576,Penguin Classics,13,11437.0,7,High
100091,Fake Book Title 91,Charles Willeford,3.76,8168204967,6658843091358,en-US,367,51051,One Hour Entertainment,4,5492.9,8,High
100092,Fake Book Title 92,Marguerite Duras,3.08,3030106617,5981197902846,nor,544,192079,Firebird,18,14010.4,72,Medium
100093,Fake Book Title 93,Eliot Ness/Oscar Fraley,4.75,8664882079,9200727497800,msa,339,144278,New Directions Publishing,15,11505.7,27,High
100094,Fake Book Title 94,Bryce Courtenay,3.46,8763140509,6426086702908,msa,400,25761,New Directions,15,15999.2,6,High
100095,Fake Book Title 95,Henry James/Patricia Crick,3.86,1817804383,7327610225653,en-GB,701,30156,iUniverse,3,14797.2,41,High
100096,Fake Book Title 96,Edward Lear/Laura Huliska-Beith/Edward Mendelson,4.77,7146318035,9196933390476,msa,202,217633,Kingfisher,15,12344.5,24,High
100097,Fake Book Title 97,Henry Miller/Thomas H. Moore,4.06,7114223633,6634308743034,en-US,349,138336,Ace,4,9950.4,44,High
100098,Fake Book Title 98,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,2.79,4131356954,4577339809883,ger,552,227239,Grove Press,8,2980.0,68,Medium
100099,Fake Book Title 99,Satyajit Das,4.85,1422701550,6503445271701,gla,619,126529,Wings Books,9,5496.3,92,High
100100,Fake Book Title 100,John McPhee/William Howarth,4.07,4700855390,1804936700913,en-US,252,136263,Cambridge University Press,4,8594.0,55,High
100101,Fake Book Title 101,Marguerite Duras/Richard Seever,3.34,2067970820,1284094574818,jpn,958,28934,Delacorte Books for Young Readers,13,12132.2,74,Medium
100102,Fake Book Title 102,Mulk Raj Anand/E.M. Forster,2.85,2926780541,6194408945026,rus,273,264902,Cherry Lane Music Company,20,10451.7,79,Medium
100103,Fake Book Title 103,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.49,2811967841,4449513340709,tur,442,280569,Cherry Lane Music Company,23,6023.5,52,High
100104,Fake Book Title 104,Heidi Hayes Jacobs,4.05,6491309593,5047275953453,lat,769,15138,Atheneum Books for Young Readers,14,491.9,38,High
100105,Fake Book Title 105,Dale Peck,3.83,4965395580,5324316365377,en-CA,530,176168,Pragmatic Bookshelf,2,10108.7,15,High
100106,Fake Book Title 106,Marsha Collier,4.73,3363629219,6938586196884,nor,826,272208,Cherry Lane Music Company,18,5973.3,77,High
100107,Fake Book Title 107,Vasant Moon/Gail Omvedt/Eleanor Zelliot,4.47,9807209816,9597758269798,msa,788,195547,Kingfisher,15,14789.0,96,High
100108,Fake Book Title 108,Marguerite Duras/Richard Seever,2.88,4590711152,9106710379535,en-CA,786,178257,New Directions,2,835.2,74,Medium
100109,Fake Book Title 109,Cynthia Harrod-Eagles,3.28,5161807235,7196757234674,fre,951,78127,Puffin,7,11848.1,14,Medium
100110,Fake Book Title 110,Chris   Smith/Christopher  Lee/Richard Taylor,3.12,4645120421,3461743251322,wel,949,139834,Putnam,24,18850.8,12,Medium
100111,Fake Book Title 111,Marguerite Duras/Barbara Bray,4.36,6009268066,4236207676525,en-CA,757,205826,Crown,2,3789.5,73,High
100112,Fake Book Title 112,J.K. Rowling/Mary GrandPré,2.58,7380780055,2309306595559,zho,423,69137,North Light Books,25,9625.8,46,Medium
100113,Fake Book Title 113,J.R.R. Tolkien/Alan  Lee,3.92,1251837136,1853273488539,msa,772,274491,Atheneum Books for Young Readers: Richard Jackson Books,15,2160.1,48,High
100114,Fake Book Title 114,Marguerite Duras/Barbara Bray,4.41,2627677155,1114951960049,grc,738,240391,Little  Brown Book Group,11,12650.3,73,High
100115,Fake Book Title 115,Narendra Jadhav,4.69,9526836552,3419837798766,por,519,289322,Mira Books,19,11174.7,80,High
100116,Fake Book Title 116,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,3.36,7249213370,2194994907136,por,693,68418,Teacher Created Resources,19,8363.6,18,Medium
100117,Fake Book Title 117,Quentin Blake,4.55,8380507338,3657327059099,eng,584,219621,Penguin Classics,5,10602.2,83,High
100118,Fake Book Title 118,J.R.R. Tolkien/Alan  Lee,2.78,1664847319,4844034992209,spa,758,295114,Harper,21,17969.2,48,Medium
100119,Fake Book Title 119,Heidi Fleiss/Libby Keatinge,4.62,2274350418,9020876047969,spa,850,251564,Pragmatic Bookshelf,21,4219.2,37,High
100120,Fake Book Title 120,Heidi Fleiss/Libby Keatinge,2.82,5160575046,2062459806909,grc,511,142230,Farrar Straus Giroux,11,808.1,37,Medium
100121,Fake Book Title 121,Rolland Baker/Heidi Baker,3.49,3328710672,1276973225593,enm,183,259954,North Light Books,6,17283.8,90,High
100122,Fake Book Title 122,Douglas Adams/Stephen Fry,4.49,8507497883,8235094217511,ita,212,77653,Barnes & Noble,12,11696.7,23,High
100123,Fake Book Title 123,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,2.87,1245522987,1292108675678,en-GB,836,33922,Crown,3,17853.1,52,Medium
100124,Fake Book Title 124,Wendy Wasserstein,3.07,7803990970,6046489847336,grc,431,272922,EMC/Paradigm Publishing,11,12086.0,98,Medium
100125,Fake Book Title 125,J.R.R. Tolkien,4.31,1676168421,9834821354766,glg,477,282777,Interlink Publishing Group,10,16272.5,47,High
100126,Fake Book Title 126,Ewan McGregor/Charley Boorman/Robert Uhlig,4.3,1798112150,8574922292349,glg,854,85824,Barnes & Noble Classics,10,8801.6,28,High
100127,Fake Book Title 127,Charles Todd,4.1,3555656321,4156413442112,spa,754,198572,Wiley,21,15088.5,7,High
100128,Fake Book Title 128,Gary Paulsen,4.23,6305160342,5239772230997,mul,140,220407,Shambhala,16,18292.6,31,High
100129,Fake Book Title 129,Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.86,3553440342,5438962328022,grc,869,65992,Simon & Schuster,11,11598.6,39,High
100130,Fake Book Title 130,Rolland Baker/Heidi Baker,3.13,3660223333,7235498865643,rus,896,13739,Routledge,20,3914.7,90,Medium
100131,Fake Book Title 131,Lucas Carlson/Leonard Richardson,3.36,7540301973,2388979093765,en-GB,204,33326,HarperAudio,3,5642.8,70,Medium
100132,Fake Book Title 132,Edward P. Jones/Kevin R. Free,2.95,9309500117,9076282390924,glg,301,102018,Delacorte Books for Young Readers,10,4265.4,26,Medium
100133,Fake Book Title 133,Eliot Ness/Oscar Fraley,4.77,8370987661,5280214092735,fre,549,275244,Del Rey Books,7,5212.0,27,High
100134,Fake Book Title 134,Marguerite Duras/Barbara Bray,3.96,6320115677,6275189889023,grc,918,66266,Atheneum Books for Young Readers,11,6381.5,73,High
100135,Fake Book Title 135,Brian Herbert,3.5,2699887270,2420980769179,swe,942,215566,Viking Juvenile,22,11265.1,5,High
100136,Fake Book Title 136,Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,3.66,6583444930,1557313177579,zho,365,21694,Crown,25,11910.2,19,High
100137,Fake Book Title 137,Adam Ginsberg,4.87,1311570307,8130047292961,grc,309,62071,Teaching Resources,11,8739.3,0,High
100138,Fake Book Title 138,Henry James/Gabriel Brownstein/Mary Cregan,2.88,5278201677,7633058431600,en-GB,662,168247,Dover Publications,3,12448.8,40,Medium
100139,Fake Book Title 139,Jean Gibran/جبران خليل جبران/Kahlil Gibran,3.97,9904586976,9373265094514,swe,217,42341,Scribner,22,1966.7,49,High
100140,Fake Book Title 140,Heidi Fleiss/Libby Keatinge,3.76,2139027119,2452435032897,en-GB,812,25725,The New Press,3,2088.7,37,High
100141,Fake Book Title 141,Vasant Moon/Gail Omvedt/Eleanor Zelliot,4.03,9303285822,6827344523970,nor,476,149409,Gramercy Books,18,3738.9,96,High
100142,Fake Book Title 142,Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,2.55,4783282817,5041746983953,en-US,650,262368,Cherry Lane Music Company,4,10537.5,19,Medium
100143,Fake Book Title 143,Julia Wilkinson,4.68,4776436931,5769455956746,wel,639,92318,Atheneum Books for Young Readers: Richard Jackson Books,24,4566.8,57,High
100144,Fake Book Title 144,Charles Willeford,4.83,6882074066,5934597812307,swe,870,297192,Puffin,22,5927.3,8,High
100145,Fake Book Title 145,W. Frederick Zimmerman,3.91,5972484792,4152647307359,mul,183,184434,Pragmatic Bookshelf,16,8225.1,97,High
100146,Fake Book Title 146,J.K. Rowling/Mary GrandPré,4.24,8316648259,1276228608421,lat,553,105460,Random House Audio,14,16306.0,46,High
100147,Fake Book Title 147,Douglas Adams/Stephen Fry,4.81,9623534576,4646261745730,wel,766,129937,Tor Books,24,637.2,23,High
100148,Fake Book Title 148,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,4.27,3849232839,3536552005535,ger,728,296113,Teacher Created Resources,8,13115.6,59,High
100149,Fake Book Title 149,Molly Hatchet,2.88,5871743247,6261665381612,nor,613,201604,Changeling Press,18,13498.4,78,Medium
100150,Fake Book Title 150,John McPhee,3.94,3376077463,7753113358131,ale,704,286812,Buccaneer Books,0,16046.6,54,High
100151,Fake Book Title 151,Chris   Smith/Christopher  Lee/Richard Taylor,4.02,6464693977,2381794760871,tur,777,34725,North Light Books,23,18679.6,12,High
100152,Fake Book Title 152,Tom Wolfe,3.56,3597724331,7085858377976,grc,486,281113,New Directions,11,760.4,94,High
100153,Fake Book Title 153,Dale Peck,4.34,8377088167,2718217542831,en-GB,449,266367,North Light Books,3,3384.5,15,High
100154,Fake Book Title 154,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,4.84,7393195616,5082096210955,eng,395,288594,Changeling Press,5,17765.0,59,High
100155,Fake Book Title 155,Dave Lakhani,4.81,4633987776,2339336909284,nl,357,181567,Viking Juvenile,17,9368.0,17,High
100156,Fake Book Title 156,Charles Willeford/Elmore Leonard,3.63,9986353481,6741398700521,wel,180,70355,Pocket Books,24,11450.7,9,High
100157,Fake Book Title 157,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,2.78,2188332531,8928477785001,ale,367,168686,North Light Books,0,13383.5,67,Medium
100158,Fake Book Title 158,Narendra Jadhav,4.96,5310195918,5013606580271,rus,518,88841,Dramatists Play Service,20,13698.5,80,High
100159,Fake Book Title 159,Robert Louis Stevenson/Scott McKowen,4.6,4311931853,7605406911694,nl,334,159084,Thomas Nelson,17,18659.7,89,High
100160,Fake Book Title 160,Leo Tolstoy/David Magarshack/Priscilla Meyer,2.81,2125089309,4266029917764,wel,932,70583,Tor Books,24,19940.1,65,Medium
100161,Fake Book Title 161,Robert Louis Stevenson/Scott McKowen,4.8,8478529823,7685806676812,wel,410,187306,Ivy Books,24,14505.3,89,High
100162,Fake Book Title 162,Douglas Adams,4.67,1041531046,6195272395898,rus,912,141700,Mira Books,20,6004.6,22,High
100163,Fake Book Title 163,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.8,4882343658,5337049622553,en-GB,456,131110,Cherry Lane Music Company,3,17638.9,61,High
100164,Fake Book Title 164,Edward P. Jones/Kevin R. Free,3.98,3343292475,2295847933946,nl,312,149746,Turtleback Books,17,1331.5,26,High
100165,Fake Book Title 165,Dale Peck,3.5,8879525611,5711931474288,spa,673,242238,Heinemann Drama,21,4902.3,15,High
100166,Fake Book Title 166,Louis E. Catron,2.64,5931025271,7683631486567,ita,148,237551,Clarity Press,12,17985.2,69,Medium
100167,Fake Book Title 167,Heidi Hayes Jacobs,3.34,1547374338,3712846947357,fre,226,297725,Ace,7,5395.3,38,Medium
100168,Fake Book Title 168,Frank Herbert,4.51,6618926823,7853649632414,ita,322,183937,Dramatists Play Service,12,4697.5,29,High
100169,Fake Book Title 169,Donna Ickes/Edward Sciranko/Keith Vasconcelles,2.51,4696689457,7345026818845,jpn,378,5036,Chosen Books,13,3077.1,21,Medium
100170,Fake Book Title 170,Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.33,9155819200,2606775401436,wel,507,294492,Pragmatic Bookshelf,24,17233.7,50,Medium
100171,Fake Book Title 171,Cynthia Harrod-Eagles,3.5,5736462531,8822459444664,glg,604,263675,Teaching Resources,10,10183.6,14,High
100172,Fake Book Title 172,Anthony Thorlby,3.84,4993808565,2796454967790,nor,393,200389,Barnes & Noble Classics,18,13616.5,2,High
100173,Fake Book Title 173,Henry James/Gabriel Brownstein/Mary Cregan,4.8,4713453204,2533872437929,wel,895,122000,Atheneum Books for Young Readers: Richard Jackson Books,24,5059.1,40,High
100174,Fake Book Title 174,Wendy Wasserstein,3.37,4482238042,8581422119038,ale,376,125405,Association for Supervision & Curriculum Development,0,15249.1,98,Medium
100175,Fake Book Title 175,Barry R. Cournoyer,3.37,9080621072,2818523702597,spa,537,27848,New Directions Publishing,21,15287.7,3,Medium
100176,Fake Book Title 176,Dave Lakhani,4.34,1106456634,2576365791658,en-US,206,91699,Harper Perennial,4,6502.9,17,High
100177,Fake Book Title 177,Marsha Collier,3.63,9292791081,1216402949080,glg,757,19527,Sovereign World,10,8428.8,77,High
100178,Fake Book Title 178,Eliot Ness/Oscar Fraley,3.06,4482141802,8276928074268,por,519,217450,Dover Publications,19,4482.3,27,Medium
100179,Fake Book Title 179,Leo Tolstoy/Constance Garnett/Amy Mandelker,3.63,2145921803,5273398713554,rus,710,217110,Grove Press,20,19539.8,64,High
100180,Fake Book Title 180,Bill Bryson,2.85,5759234471,3982342535025,enm,528,286529,Black Classic Press,6,13041.4,4,Medium
100181,Fake Book Title 181,Wendy Wasserstein,2.94,4745927824,5729355306423,fre,474,273636,Delacorte Press,7,18714.8,98,Medium
100182,Fake Book Title 182,Wendy Wasserstein,3.75,8982597239,5721462407241,en-CA,172,299521,Cambridge University Press,2,6322.0,98,High
100183,Fake Book Title 183,Adam Ginsberg,3.55,1955345537,3566213426916,glg,733,106514,Gramercy Books,10,15717.4,0,High
100184,Fake Book Title 184,Henry Miller/Jiří Níl,4.79,7271954644,3938029360819,mul,129,131234,Putnam,16,15402.6,43,High
100185,Fake Book Title 185,Heidi Boyd,3.41,1977515194,5855179964849,ger,287,87101,Atheneum Books for Young Readers,8,13945.7,36,High
100186,Fake Book Title 186,Eliot Ness/Oscar Fraley,3.95,9691572571,6271733492967,wel,463,150703,FT Press,24,19325.3,27,High
100187,Fake Book Title 187,Charles Willeford/James Lee Burke,4.08,6124453431,7352587005529,ger,965,245350,Greenwillow Books,8,8092.5,10,High
100188,Fake Book Title 188,Kahlil Gibran/John Walbridge/Robin Waterfield,2.53,6704841644,9721468110122,nl,899,59772,Rowman & Littlefield Publishers,17,2931.6,58,Medium
100189,Fake Book Title 189,Marguerite Duras/Richard Seever,4.16,4712367625,9053903553216,ita,550,92086,Farrar Straus Giroux,12,13554.0,74,High
