bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,publisher,language_code_encoded,book_age_days,author_encoded,rating_category
7687,Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,3.97,0192839195,9780192839190,eng,384,366,Oxford University Press,5,9679.0,2603,High
100602,Fake Book Title 602,Brian Herbert,3.16,9702693937,6581653129165,en-GB,621,176060,Atria Books,3,9344.5,5,Medium
45018,The Free Bards (Bardic Voices  #1-3),Mercedes Lackey,4.18,067187778X,9780671877781,eng,712,1530,Baen,5,10484.0,4262,High
10917,My Sister's Keeper,Jodi Picoult,4.07,0743454537,9780743454537,eng,423,986711,Washington Square Press,5,7651.0,3034,High
102229,Fake Book Title 2229,Marguerite Duras/Richard Seever,4.32,9441870024,1590444865188,en-CA,373,210986,Workman Publishing Company,2,6742.3,74,High
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,0812216717,9780812216714,en-GB,232,12,University of Pennsylvania Press,3,10239.0,34,High
10004,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,3.61,0375726543,9780375726545,eng,192,989,Vintage,5,8589.0,3597,High
38017,Lady on the Hill: How Biltmore Estate Became an American Icon,Howard E. Covington Jr.,3.91,0471758183,9780471758181,eng,331,414,Wiley,5,7258.0,2462,High
104451,Fake Book Title 4451,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,2.64,2015780972,2361813960173,tur,188,250764,Barnes & Noble Classics,23,11880.3,59,Medium
23265,Feminist Measures: Soundings in Poetry and Theory,Lynn Keller/Lynn Keller,4.4,0472064843,9780472064847,en-US,424,5,University of Michigan Press,4,11353.0,3882,High
10979,Light in August,William Faulkner,3.94,0679732268,9780679732266,eng,507,47794,Vintage,5,12767.0,6380,High
22554,Gunslinger,Ed Dorn,4.11,0822309327,9780822309321,eng,224,247,Duke University Press Books,5,13293.0,1511,High
43461,Ruby (Landry  #1),V.C. Andrews,3.93,1568950748,9781568950747,eng,402,17,Wheeler Publishing,5,11366.0,6168,High
102227,Fake Book Title 2227,Louis E. Catron,2.78,6275155878,7479790582613,fre,274,204983,FT Press,7,14656.9,69,Medium
32810,The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,0140440461,9780140440461,en-US,388,369,Penguin Classics,4,16207.0,1148,High
34473,In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,4.09,0918172020,9780918172020,eng,56,6674,Leete's Island Books,5,17575.0,3386,High
7859,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,4.11,1859843824,9781859843826,eng,474,1021,Verso,5,8611.0,4396,High
16091,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,159307736X,9781593077365,eng,48,539,Dark Horse Comics,5,6867.0,4208,High
21200,More Classic Italian Cooking,Marcella Hazan,4.48,0345314034,9780345314031,eng,465,64,Ballantine Books,5,15160.0,3942,High
22406,The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,4.24,1563896001,9781563896002,en-US,224,3852,DC Comics Vertigo,4,9478.0,2164,High
3638,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,3.83,0064401685,9780064401685,eng,192,2201,HarperCollins,5,2478.0,599,High
7343,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,3.71,0618574816,9780618574810,en-US,398,6230,Mariner Books,4,7531.0,3115,High
40386,A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,3.84,0345345118,9780345345110,eng,239,3169,Del Rey,5,15068.0,1525,High
26422,Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Hiromu Arakawa/Akira Watanabe,4.59,142151379X,9781421513799,eng,192,8634,VIZ Media LLC,5,6727.0,2425,High
101789,Fake Book Title 1789,Marsha Collier,4.95,7645527239,8142280994455,en-GB,345,92725,Scholastic,3,18208.4,77,High
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,0802131786,9780802131782,eng,318,53206,Grove Press,5,11695.0,2367,High
8813,Clockwork Orange,Anthony Burgess,3.99,345316413X,9783453164130,ger,235,65,Heyne,8,9449.0,344,High
30143,L'albero,Shel Silverstein/Daniela Gamba,4.37,887782719X,9788877827197,ita,62,36,Salani,12,9388.0,5573,High
100361,Fake Book Title 361,Douglas Adams,3.57,6201313620,9834142182778,swe,575,246652,Penguin Classics,22,17790.8,22,High
104315,Fake Book Title 4315,Mulk Raj Anand/E.M. Forster,2.82,4234059678,3153431344341,ita,679,291544,EMC/Paradigm Publishing,12,484.2,79,Medium
3717,Stranger than Fiction,Chuck Palahniuk,3.57,0385722222,9780385722223,eng,233,18210,Anchor,5,7553.0,993,High
21277,Already Dead (Joe Pitt  #1),Charlie Huston,3.79,034547824X,9780345478245,en-US,268,8447,Del Rey,4,7322.0,905,High
102586,Fake Book Title 2586,Edward P. Jones/Kevin R. Free,4.84,5239945630,1739370750683,rus,932,179288,Random House Audio,20,15701.9,26,High
404,Running Dog,Don DeLillo,3.43,0679722947,9780679722946,eng,256,1356,Vintage Contemporaries,5,13329.0,1393,High
102611,Fake Book Title 2611,Dave Lakhani,3.01,4424181518,4919548042928,msa,234,249552,iUniverse,15,6508.5,17,Medium
5176,While I Was Gone,Sue Miller,3.69,0345443284,9780345443281,eng,304,56320,Ballantine Books,5,9377.0,5840,High
6148,Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,4.29,0195119207,9780195119206,eng,320,13,Oxford University Press  USA,5,10313.0,5270,High
38085,Photos of the Gods: The Printed Image and Political Struggle in India,Christopher Pinney,3.96,1861891849,9781861891846,eng,239,25,Reaktion Books,5,8014.0,987,High
888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,9781587157394,eng,360,1156,Borgo Press,5,8442.0,1552,High
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9788432216060,spa,239,4136,Booket,21,8627.0,4761,High
8532,Decider,Dick Francis,3.99,042519938X,9780425199381,eng,341,3461,G.P. Putnam's Sons,5,7707.0,1384,High
101756,Fake Book Title 1756,Mulk Raj Anand/E.M. Forster,3.6,1378134712,6061741608028,nl,661,97102,Chosen Books,17,9602.6,79,High
26425,Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2),Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower,4.57,1421502224,9781421502229,eng,240,2779,VIZ Media LLC,5,7308.0,3908,High
6192,Disgrace,J.M. Coetzee,3.84,0143036378,9780143036371,eng,220,61545,Penguin Books,5,7441.0,2605,High
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,0802415318,9780802415318,eng,299,22,Moody Publishers,5,7682.0,1983,High
101614,Fake Book Title 1614,Douglas Adams,4.97,1857596764,8277949952747,wel,351,240374,Cliffs Notes,24,17360.6,22,High
104721,Fake Book Title 4721,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.61,4373060563,1181102493438,en-GB,432,238889,Puffin,3,4599.3,61,High
101468,Fake Book Title 1468,John McPhee,3.29,6894808149,6662776958646,msa,332,176605,Brookline Books,15,13741.9,54,Medium
12319,Basic Writings of Nietzsche,Friedrich Nietzsche/Walter Kaufmann/Peter Gay,4.11,0679783393,9780679783398,eng,862,3227,Random House  Inc.,5,9119.0,1919,High
100043,Fake Book Title 43,V.T. Rajshekar/Y.N. Kly,3.81,2149938334,3491440053530,nor,161,283126,New Directions,18,3234.7,95,High
163,The Untouchable,John Banville,3.95,0679767479,9780679767473,eng,367,2163,Vintage,5,10059.0,3080,High
19484,Hand to Mouth: A Chronicle of Early Failure,Paul Auster,3.62,0312422326,9780312422325,eng,176,1575,Picador,5,8201.0,4772,High
102615,Fake Book Title 2615,Heidi Fleiss/Libby Keatinge,4.99,6734252303,5030958846698,eng,382,100196,Farrar Straus Giroux,5,9455.5,37,High
103523,Fake Book Title 3523,Marguerite Duras,3.24,7344181536,1296888303023,en-US,633,45685,Knopf,4,15114.2,72,Medium
103333,Fake Book Title 3333,Douglas Adams/Stephen Fry,3.85,6854031895,8424230307882,zho,140,162248,Turtleback Books,25,13264.1,23,High
103274,Fake Book Title 3274,Kahlil Gibran/John Walbridge/Robin Waterfield,2.91,6529150040,4422833836306,grc,311,205401,Sovereign World,11,16504.7,58,Medium
101446,Fake Book Title 1446,John McPhee/William Howarth,4.25,5215140451,8504877342698,enm,216,221375,Routledge,6,19621.9,55,High
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,0596527314,9780596527310,eng,514,64,O'Reilly Media,5,6952.0,5199,High
10174,Jenny and the Jaws of Life: Short Stories,Jincy Willett/David Sedaris,3.74,0312306180,9780312306182,en-US,272,1307,St. Martin's Griffin,4,8522.0,3007,High
100228,Fake Book Title 228,Robert Louis Stevenson/Scott McKowen,2.79,2960488639,1927146064138,msa,930,226124,North Light Books,15,12456.6,89,Medium
19888,The Blood Wood (Earthdawn 6113),FASA Corporation/Ian Lemke/Louis J. Prosperi,3.71,1555603130,9781555603137,eng,152,31,FASA Corporation,5,10453.0,1813,High
101267,Fake Book Title 1267,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,3.9,6178804925,9300154864454,ger,889,264793,Kingfisher,8,6420.1,68,High
31378,A Woman's High Calling Growth and Study Guide,Elizabeth George,4.15,0736904948,9780736904940,eng,160,13,Harvest House Publishers,5,8917.0,1629,High
8199,Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder/Stephen W. Hines,3.92,1400307856,9781400307852,eng,116,94,Tommy Nelson,5,7188.0,3651,High
39030,Reliquary (Pendergast  #2),Douglas Preston/Lincoln Child,4.01,0765354950,9780765354952,eng,464,32325,Tor Books,5,7470.0,1460,High
22392,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,0785113452,9780785113454,eng,112,1797,Marvel,5,6999.0,2172,High
12905,The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust,William Faulkner,4.05,0706432088,9780706432084,eng,760,8,Octopus Books,5,13821.0,6380,High
45438,Legend of the Worst Boy in the World,Eoin Colfer/Glenn McCoy,3.76,0786855037,9780786855032,en-US,101,328,Hyperion Books for Children,4,6832.0,1692,High
11178,Father Hunger: Fathers  Daughters & Food,Margo Maine/Craig L. Johnson,3.57,0936077093,9780936077093,eng,254,56,Gurze Books,5,8170.0,3988,High
102028,Fake Book Title 2028,Robert Louis Stevenson/Milo Winter,4.51,3208200227,7338317999748,msa,794,124989,French & European,15,9981.9,87,High
253,The Air-Conditioned Nightmare,Henry Miller,3.83,0811201066,9780811201063,eng,292,2699,New Directions,5,20450.0,2366,High
37481,Discovering God's Will,Sinclair B. Ferguson,4.24,0851513344,9780851513348,eng,126,92,Banner of Truth,5,16024.0,5628,High
15468,Geis of the Gargoyle (Xanth #18),Piers Anthony,3.71,0812534859,9780812534856,en-US,342,5242,Tor Fantasy,4,11048.0,4939,High
101087,Fake Book Title 1087,Bryce Courtenay,4.66,6448001026,2395361539477,enm,401,198350,One World (UK),6,13533.0,6,High
5344,Hard Times,Charles Dickens,3.52,0321107217,9780321107213,eng,353,41041,Pearson Longman,5,8122.0,854,High
15034,Michael Powell: Interviews,David Lazar,3.95,1578064988,9781578064984,eng,186,20,University Press of Mississippi,5,8352.0,1265,High
13002,Othello,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.89,0743482824,9780743482820,eng,368,493,Simon  Schuster,5,7835.0,6439,High
26575,Firedrake (Dragonrealm #1),Richard A. Knaak,3.78,0595092144,9780595092147,eng,276,638,Backinprint.com,5,9357.0,5087,High
100757,Fake Book Title 757,J.R.R. Tolkien/Alan  Lee,2.69,4386667704,9539547398207,ita,352,204255,One Hour Entertainment,12,6547.6,48,Medium
27005,The Eyre Affair (Thursday Next  #1),Jasper Fforde,3.91,034073356X,9780340733561,eng,373,3689,Hodder and Stoughton,5,8944.0,2861,High
41863,The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eörs Szathmáry,4.13,019286209X,9780192862099,eng,192,43,Oxford University Press  USA,5,9179.0,3167,High
100915,Fake Book Title 915,Kahlil Gibran/جبران خليل جبران,4.51,3214080278,3103871704548,ita,536,99041,Knopf,12,5724.5,60,High
100003,Fake Book Title 3,Charles Todd,4.0,1958682846,2250218719828,nor,116,111168,Barnes  Noble Classics,18,7033.9,7,High
17294,Butterfly Suits (Disney's Little Einsteins),Marcy Kelman/Nadeem Zaidi/Andy Mastrocinque,3.68,078685538X,9780786855384,eng,32,26,Disney Press,5,7074.0,3949,High
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,4.12,0446698229,9780446698221,eng,481,17227,Warner Books (NY),5,7044.0,2478,High
100637,Fake Book Title 637,Henry James/Patricia Crick,4.99,5375461598,2346496485717,msa,440,47696,Amistad,15,12028.4,41,High
14756,Goodnight Nobody,Jennifer Weiner,3.65,0743470125,9780743470124,en-US,400,54117,Washington Square Press,4,7196.0,2946,High
28760,Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,4.21,0886774012,9780886774011,eng,320,18141,DAW Books Inc,5,13160.0,4262,High
103735,Fake Book Title 3735,Ralph Ginzburg,3.86,5175059577,1866122703785,msa,715,167238,Dramatists Play Service,15,16118.0,84,High
31853,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,4.13,0691019584,9780691019581,eng,720,148,Princeton University Press,5,21452.0,5506,High
23226,She Went All the Way,Meg Cabot,3.7,0060085444,9780060085445,eng,357,12470,Avon,5,8442.0,4246,High
36571,Shadows At Sunset,Anne Stuart,3.63,1551665719,9781551665719,eng,384,762,MIRA,5,9272.0,326,High
31360,Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.76,0765304740,9780765304742,eng,370,84877,Tor Books,5,8543.0,4664,High
20074,Changelings,Anne McCaffrey/Elizabeth Ann Scarborough,3.77,0345470036,9780345470034,en-US,320,1818,Del Rey,4,6958.0,312,High
22123,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,0446699004,9780446699006,en-US,211,34,Business Plus,4,6921.0,5765,Medium
100152,Fake Book Title 152,Tom Wolfe,2.52,3597724331,7420404336804,nor,458,157929,Simon & Schuster,18,2512.2,94,Medium
40361,Martian Time-Slip,Philip K. Dick,3.77,185798837X,9781857988376,eng,226,353,Gollancz,5,9686.0,4906,High
101082,Fake Book Title 1082,Edward P. Jones/Kevin R. Free,3.41,3777580509,2781904780144,ara,618,217211,Turtleback Books,1,17001.0,26,High
26586,The Land of the Dead (Tales from the Odyssey  #2),Mary Pope Osborne/Homer/Troy Howell,3.97,0786809299,9780786809295,eng,112,400,Little  Brown Books for Young Readers,5,8170.0,4178,High
101727,Fake Book Title 1727,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,2.58,6110646714,5602358570660,mul,996,12976,Nimble Books,16,16906.6,18,Medium
32961,The House on Mango Street,Sandra Cisneros,3.63,0739322796,9780739322796,en-US,2,108,Random House Audio,4,7441.0,5479,High
34299,Victoria Line  Central Line,Maeve Binchy,3.6,0099498634,9780099498636,eng,432,957,Arrow,5,7131.0,3901,High
12444,Maia (Beklan Empire #2),Richard  Adams,4.01,0670800333,9780670800339,eng,1056,1719,Viking Press,5,15083.0,5085,High
8581,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,0449213307,9780449213308,eng,468,82,Fawcett,5,14065.0,1384,High
42880,Bizarre World,Bill  Bryson/Kathryn Lamb,3.38,0751510610,9780751510614,eng,120,73,Little  Brown Book Group,5,9023.0,598,Medium
39433,Korea's Place in the Sun: A Modern History,Bruce Cumings,3.77,0393327027,9780393327021,eng,544,647,W. W. Norton  Company,5,7423.0,713,High
41317,Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,Ken Haedrich,3.81,1580174043,9781580174046,eng,144,38,Storey Publishing  LLC,5,8900.0,3520,High
102467,Fake Book Title 2467,Edward P. Jones,4.31,6727637971,6877247902520,nl,309,78413,Houghton Mifflin Harcourt,17,5704.9,25,High
101967,Fake Book Title 1967,Frank Herbert/Brian Herbert/Kevin J. Anderson,2.77,5367513465,1309508765108,msa,509,275540,O'Reilly Media,15,11892.8,30,Medium
25401,Maya,Jostein Gaarder/James Anderson,3.6,0753811464,9780753811467,eng,352,3704,Phoenix,5,5362.0,3298,High
40425,Tarzan of the Apes (Tarzan  #1),Edgar Rice Burroughs,3.9,0809599813,9780809599813,eng,324,31734,Wildside Press,5,8170.0,1525,High
7967,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,0812550757,9780812550757,eng,382,190379,Tor Books,5,11474.0,4664,High
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25,0345329457,9780345329455,eng,184,21719,Del Rey Books,5,12541.0,2240,High
37651,Holding On to the Air,Suzanne Farrell/Toni Bentley,4.09,0813025931,9780813025933,eng,352,524,University Press of Florida,5,8511.0,5883,High
103138,Fake Book Title 3138,Ewan McGregor/Charley Boorman/Robert Uhlig,3.92,7520493715,7873156710994,msa,161,153531,Farrar  Straus and Giroux,15,18841.5,28,High
9903,Angels,Denis Johnson,3.72,0099440830,9780099440833,eng,209,4263,Vintage,5,8349.0,1349,High
101707,Fake Book Title 1707,Ruby Ann Boxcar,3.11,2082326234,5019344522375,tur,511,194312,New Directions,23,11071.2,91,Medium
3603,Personal Finance For Dummies,Eric Tyson,3.77,0470038322,9780470038321,en-GB,458,114,For Dummies,3,7044.0,1722,High
45117,Fox Evil,Minette Walters,3.6,0425214923,9780425214923,en-US,400,2777,Berkley Trade,4,7007.0,4422,High
34845,Mortal Fear,Robin Cook,3.75,0330307606,9780330307604,eng,364,3996,Pan,5,13445.0,5322,High
38513,The Wedding (Sweet Valley High  #98),Francine Pascal/Kate William,3.52,0553298550,9780553298550,eng,217,314,Bantam Books,5,11583.0,1847,High
8630,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,0786177837,9780786177837,eng,10,3659,Blackstone Audiobooks,5,7409.0,4758,High
101782,Fake Book Title 1782,Kahlil Gibran/John Walbridge/Robin Waterfield,3.71,9798613995,3821286438850,nor,304,280295,Thomas Nelson,18,3138.0,58,High
102161,Fake Book Title 2161,Marguerite Duras/Richard Seever,3.04,4908108692,3898855061653,por,574,57607,Cambridge University Press,19,16593.0,74,Medium
30282,Cravings (Undead #1.5; Moon #3.5),Laurell K. Hamilton/MaryJanice Davidson/Eileen Wilks/Rebecca York,3.82,0515138150,9780515138153,eng,358,7965,Berkley Books,5,7868.0,3656,High
101587,Fake Book Title 1587,Anthony Thorlby,3.71,5162260671,2843887376890,fre,248,93055,Signet,7,14434.4,2,High
102239,Fake Book Title 2239,Adam Ginsberg,4.13,1357561213,4288099919362,glg,979,125935,Buccaneer Books,10,13819.1,0,High
103890,Fake Book Title 3890,Charles Willeford/James Lee Burke,4.53,4748868637,2108171473503,lat,676,123548,Booket,14,11268.5,10,High
18098,Indiscretions of Archie,P.G. Wodehouse,3.87,0742632598,9780742632592,eng,215,693,Classic Books,5,9388.0,4700,High
9820,Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,4.16,037575931X,9780375759314,eng,368,31394,Modern Library,5,8680.0,6278,High
101031,Fake Book Title 1031,W. Frederick Zimmerman,4.13,9863781331,7757442070179,nor,553,272082,Delacorte Books for Young Readers,18,17947.7,97,High
8548,Driving Force,Dick Francis,3.96,0449221393,9780449221396,eng,384,2635,Fawcett Books,5,11703.0,1384,High
23522,Mythology,Edith Hamilton/Steele Savage,4.0,0316341517,9780316341516,eng,497,35634,Little  Brown and Company,5,9983.0,1531,High
21980,Tyrannosaur Canyon,Douglas Preston/Scott Sowers,3.8,1593977794,9781593977795,eng,12,79,MacMillan Audio,5,7448.0,1462,High
103731,Fake Book Title 3731,Charles Willeford/James Lee Burke,4.0,5157148297,8428343141948,nl,153,68496,Heinemann Drama,17,14650.1,10,High
104286,Fake Book Title 4286,Charles Willeford/James Lee Burke,4.93,9478947301,9784361589582,wel,922,126872,Cambridge University Press,24,18311.4,10,High
19961,Artesia Volume 1,Mark Smylie,3.98,193238622X,9781932386226,eng,192,242,Archaia,5,5229.0,4069,High
18444,Macbeth,William Shakespeare/Kenneth Muir,3.9,1903436486,9781903436486,eng,255,605,Bloomsbury Arden Shakespeare,5,10574.0,6459,High
44510,The Best American Crime Writing 2006,Mark Bowden/Otto Penzler/Thomas H. Cook/S.C. Gwynne/Paige Williams/Mary Battiata/Howard Blum/John Connolly/Richard Rubin/Chuck Hustmyre/David Friedman/Denise Grollmus/Deanne Stillman/Jeffrey Toobin/Skip Hollandsworth/Jimmy Breslin/John Heilemann/Mark Jacobson/Robert Nelson,4.0,0060815523,9780060815523,eng,352,206,Ecco,5,7070.0,4039,High
31050,A Three Dog Life,Abigail Thomas,3.74,0151012113,9780151012114,en-US,182,191,Houghton Mifflin Harcourt,4,7070.0,10,High
25376,The Mystery Method: How to Get Beautiful Women Into Bed,Mystery/Neil Strauss,3.7,0312360118,9780312360115,en-US,240,2208,St. Martin's Press,4,6916.0,4462,High
28991,Bad Haircut: Stories of the Seventies,Tom Perrotta,3.7,042515954X,9780425159545,eng,240,1546,Berkley Trade,5,10514.0,6100,High
15701,Introducing Camus,David Zane Mairowitz/Alain Korkos,3.8,1840460644,9781840460643,en-US,176,163,Totem Books,4,10237.0,1311,High
104211,Fake Book Title 4211,Marianne Sturman/Leo Tolstoy,4.45,9292914000,2160112354655,gla,705,212718,Barnes & Noble,9,14075.5,75,High
31004,El Diablo Cojuelo,Luis Vélez de Guevara,3.06,8437604826,9788437604824,spa,192,13,Cátedra,21,6942.0,3872,Medium
104113,Fake Book Title 4113,Mulk Raj Anand/E.M. Forster,3.93,7190663073,6989620010153,glg,429,156268,Puffin,10,13852.5,79,High
28213,The Band Played Dixie: Race and the Liberal Conscience at Ole Miss,Nadine Cohodas,3.96,0684827212,9780684827216,eng,309,46,Free Press,5,10480.0,4465,High
19613,What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like),Time-Life Books,3.72,0783554567,9780783554563,eng,144,59,Time Life Medical,5,9731.0,6067,High
102015,Fake Book Title 2015,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,2.56,8910440683,3492665110102,mul,958,83270,Association for Supervision & Curriculum Development,16,10529.7,88,Medium
101673,Fake Book Title 1673,John Banville,4.67,8477300991,7633298412033,mul,697,49788,Houghton Mifflin Harcourt,16,18271.5,51,High
6057,The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent/Sonia Nordenson,3.2,1880823195,9781880823194,en-GB,194,30,North Star Publications (MA),3,9966.0,3342,Medium
43504,Harry Potter and the Philosopher's Stone (Harry Potter  #1),J.K. Rowling,4.47,158234681X,9781582346816,gla,250,11,Bloomsbury USA Childrens,9,5675.0,2592,High
33130,King Richard II,William Shakespeare/Andrew Gurr,3.77,0521532485,9780521532488,eng,252,89,Cambridge University Press,5,8289.0,6436,High
23931,Nova Express (The Nova Trilogy  #3),William S. Burroughs,3.67,0802133304,9780802133304,eng,192,2541,Grove Press,5,11680.0,6425,High
